casa,cluster_kmeans_k7,cluster_consumo,horario_consumo,semanal,tipo_consumo,Acorn_grouped,stdorToU
MAC001525,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC001526,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001527,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001528,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001529,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001530,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001531,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC001532,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001533,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001534,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001535,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001536,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC001537,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001538,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001539,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001540,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001541,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001542,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001543,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001544,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001545,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001546,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001547,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001548,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001549,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC001550,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC001551,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001552,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001553,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001554,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC001555,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001556,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,ToU
MAC001557,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC001558,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001559,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,ToU
MAC001560,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001561,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001562,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001563,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001564,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001565,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001566,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,ToU
MAC001567,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001568,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001569,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001570,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001571,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001572,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001573,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001574,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001575,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001576,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001578,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001579,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001580,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001581,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001583,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001584,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001585,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001586,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC001587,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001588,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001589,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001590,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001591,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001592,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001593,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC001594,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001595,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001596,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001597,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC001598,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC001600,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,ACORN-U,Std
MAC001601,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001602,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001603,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001604,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001605,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001606,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001607,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001608,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001609,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001610,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001611,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001612,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001613,6,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001614,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001615,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC001616,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001617,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001618,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001619,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001620,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001621,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001622,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001623,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001624,6,1,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001625,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001626,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001627,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,Adversity,Std
MAC001628,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001630,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001631,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001632,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001634,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001635,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,Comfortable,Std
MAC001636,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001637,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001638,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001639,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001640,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001641,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001642,6,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001643,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001644,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001645,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001646,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001647,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001648,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,Adversity,Std
MAC001649,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001650,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001651,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001652,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001654,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001655,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001656,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001657,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001658,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,ToU
MAC001659,4,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001660,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001661,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001662,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001663,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001664,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001665,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001666,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001667,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,ToU
MAC001668,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001669,0,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001670,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001672,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001673,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001674,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001675,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC001676,5,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,Affluent,Std
MAC001677,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001678,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001679,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001680,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001681,5,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC001682,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001683,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Adversity,Std
MAC001684,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001685,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,Std
MAC001686,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001687,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001688,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,ToU
MAC001689,6,2,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001690,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001691,1,0,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001692,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001693,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,ToU
MAC001694,5,0,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Comfortable,ToU
MAC001695,1,1,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001696,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001697,6,0,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Comfortable,Std
MAC001698,5,2,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001699,1,2,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001701,5,2,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,Affluent,Std
MAC001702,0,1,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
MAC001703,3,0,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Adversity,Std
MAC001704,2,1,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,ACORN-U,ToU
MAC001705,2,2,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,Affluent,Std
