casa,horario_consumo,semanal,tipo_consumo,cluster_horario,cluster_semanal,cluster_tipo_consumo,stdorToU,Acorn_grouped
MAC000230,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000231,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000232,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000233,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000234,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000235,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000236,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC000237,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC000238,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC000239,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000240,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000241,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000242,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC000243,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC000244,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000245,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC000246,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000247,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
MAC000248,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000249,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000250,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC000251,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC000252,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Comfortable
MAC000253,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000254,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC000255,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000256,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000257,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC000258,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000259,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,ToU,Comfortable
MAC000260,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000261,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC000262,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000263,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000264,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000265,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC000266,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC000267,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC000268,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC000269,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000270,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000271,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000272,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000273,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC000274,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000275,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000276,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC000277,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000278,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Comfortable
MAC000279,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000280,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC000281,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC000282,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000283,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000284,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000285,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC000286,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
MAC000287,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000288,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC000289,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000290,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,ToU,Adversity
MAC000291,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000292,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC000293,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC000294,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000295,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000296,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000297,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000298,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,ToU,Affluent
MAC000299,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000300,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000301,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC000302,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000303,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,ToU,Adversity
MAC000304,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000305,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000306,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000307,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC000308,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000309,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC000310,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Adversity
MAC000311,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC000312,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC000313,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000314,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000315,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000316,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Adversity
MAC000317,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC000318,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC000319,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC000320,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,0,1,1,Std,Affluent
MAC000321,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC000322,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Affluent
MAC000323,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000324,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000325,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000326,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000327,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Affluent
MAC000328,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,ToU,Comfortable
MAC000329,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000330,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000331,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Affluent
MAC000332,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Affluent
MAC000333,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC000334,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000335,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000336,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC000337,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000338,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000339,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Affluent
MAC000340,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000341,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC000342,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Affluent
MAC000343,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000344,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC000345,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000346,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000347,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Comfortable
MAC000348,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000349,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000350,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,Std,Adversity
MAC000351,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000352,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,ToU,Comfortable
MAC000353,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000354,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC000355,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,0,0,1,Std,Affluent
MAC000356,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000357,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000358,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000359,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000360,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC000361,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000362,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC000363,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Adversity
MAC000364,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Adversity
MAC000365,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC000366,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,ToU,Comfortable
MAC000367,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC000368,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Affluent
MAC000369,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
MAC000370,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000371,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000372,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC000373,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000374,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000375,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000376,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC000377,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000378,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000379,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000380,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000381,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,Std,Comfortable
MAC000382,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media,1,1,1,Std,Comfortable
MAC000383,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,2,0,1,ToU,Adversity
MAC000384,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Affluent
MAC000385,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Adversity
MAC000386,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000387,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000388,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC000389,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000390,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Adversity
MAC000391,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,1,1,0,Std,Adversity
MAC000392,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC000393,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Affluent
MAC000394,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000395,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,ToU,Adversity
MAC000396,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000397,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Comfortable
MAC000398,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000399,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Comfortable
MAC000400,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000401,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Adversity
MAC000402,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja,0,1,0,ToU,Adversity
MAC000403,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media,1,0,1,Std,Affluent
MAC000404,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,0,0,0,Std,Affluent
MAC000405,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,Std,Comfortable
MAC000406,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja,1,0,0,ToU,Comfortable
